lookupVariable,lookupValue_na,lookupValue,newVariable,newValue
Species,resourcePotentialesswss4561BIOMASS,resourcePotentialesswss4561BIOMASS.csv,Spp,Octopoteuthidae F.
Species,resourcePotentialesswss4562BIOMASS,resourcePotentialesswss4562BIOMASS.csv,Spp,Octopoteuthis Sp.
Species,resourcePotentialesswss4563BIOMASS,resourcePotentialesswss4563BIOMASS.csv,Spp,Onychoteuthidae F.
Species,resourcePotentialesswss4564BIOMASS,resourcePotentialesswss4564BIOMASS.csv,Spp,Onychoteuthis Sp.
Species,resourcePotentialesswss4565BIOMASS,resourcePotentialesswss4565BIOMASS.csv,Spp,Onykia Sp.
Species,resourcePotentialesswss4566BIOMASS,resourcePotentialesswss4566BIOMASS.csv,Spp,Chiroteuthidae F.
Species,resourcePotentialesswss4567BIOMASS,resourcePotentialesswss4567BIOMASS.csv,Spp,Chiroteuthis Sp.
Species,resourcePotentialesswss4568BIOMASS,resourcePotentialesswss4568BIOMASS.csv,Spp,Gonatidae F.
Species,resourcePotentialesswss4569BIOMASS,resourcePotentialesswss4569BIOMASS.csv,Spp,Gonatus Sp.
Species,resourcePotentialesswss4570BIOMASS,resourcePotentialesswss4570BIOMASS.csv,Spp,Lepidoteuthidae F.
Species,resourcePotentialesswss4571BIOMASS,resourcePotentialesswss4571BIOMASS.csv,Spp,T. Sp.
Species,resourcePotentialesswss4572BIOMASS,resourcePotentialesswss4572BIOMASS.csv,Spp,Pholidoteuthis Sp.
Species,resourcePotentialesswss4573BIOMASS,resourcePotentialesswss4573BIOMASS.csv,Spp,Architeuthidae F.
Species,resourcePotentialesswss4574BIOMASS,resourcePotentialesswss4574BIOMASS.csv,Spp,Histioteuthidae F.
Species,resourcePotentialesswss4575BIOMASS,resourcePotentialesswss4575BIOMASS.csv,Spp,H. Bonnellii
Species,resourcePotentialesswss4576BIOMASS,resourcePotentialesswss4576BIOMASS.csv,Spp,H. C. Celetaria
Species,resourcePotentialesswss4577BIOMASS,resourcePotentialesswss4577BIOMASS.csv,Spp,H. C. Corona
Species,resourcePotentialesswss4578BIOMASS,resourcePotentialesswss4578BIOMASS.csv,Spp,H. Dofleini
Species,resourcePotentialesswss4579BIOMASS,resourcePotentialesswss4579BIOMASS.csv,Spp,H. Elongata
Species,resourcePotentialesswss4580BIOMASS,resourcePotentialesswss4580BIOMASS.csv,Spp,H. Reversa
Species,resourcePotentialesswss4581BIOMASS,resourcePotentialesswss4581BIOMASS.csv,Spp,Bathyteuthidae F.
Species,resourcePotentialesswss4582BIOMASS,resourcePotentialesswss4582BIOMASS.csv,Spp,Ctenopteryx Sp.
Species,resourcePotentialesswss4583BIOMASS,resourcePotentialesswss4583BIOMASS.csv,Spp,Brachioteuthis Sp.
Species,resourcePotentialesswss4584BIOMASS,resourcePotentialesswss4584BIOMASS.csv,Spp,Mastigoteuthis Sp.
Species,resourcePotentialesswss4585BIOMASS,resourcePotentialesswss4585BIOMASS.csv,Spp,Cranchiidae F.
Species,resourcePotentialesswss4586BIOMASS,resourcePotentialesswss4586BIOMASS.csv,Spp,Cranchiinae S.F.
Species,resourcePotentialesswss4587BIOMASS,resourcePotentialesswss4587BIOMASS.csv,Spp,Cranchia Sp.
Species,resourcePotentialesswss4588BIOMASS,resourcePotentialesswss4588BIOMASS.csv,Spp,Leachia Sp.
Species,resourcePotentialesswss4589BIOMASS,resourcePotentialesswss4589BIOMASS.csv,Spp,Liocranchia Sp.
Species,resourcePotentialesswss4590BIOMASS,resourcePotentialesswss4590BIOMASS.csv,Spp,Taoniinae S.F.
Species,resourcePotentialesswss4591BIOMASS,resourcePotentialesswss4591BIOMASS.csv,Spp,Taonius Sp.
Species,resourcePotentialesswss4592BIOMASS,resourcePotentialesswss4592BIOMASS.csv,Spp,Teuthowenia Sp.
Species,resourcePotentialesswss4593BIOMASS,resourcePotentialesswss4593BIOMASS.csv,Spp,Galiteuthis Sp.
Species,resourcePotentialesswss4594BIOMASS,resourcePotentialesswss4594BIOMASS.csv,Spp,Helicocranchia Sp.
Species,resourcePotentialesswss4595BIOMASS,resourcePotentialesswss4595BIOMASS.csv,Spp,Megalocranchia Sp.
Species,resourcePotentialesswss4596BIOMASS,resourcePotentialesswss4596BIOMASS.csv,Spp,Egea Sp.
Species,resourcePotentialesswss4600BIOMASS,resourcePotentialesswss4600BIOMASS.csv,Spp,Sea Butterflies
Species,resourcePotentialesswss4611BIOMASS,resourcePotentialesswss4611BIOMASS.csv,Spp,Clione Limacina
Species,resourcePotentialesswss4621BIOMASS,resourcePotentialesswss4621BIOMASS.csv,Spp,Helocid Pteropod
Species,resourcePotentialesswss4622BIOMASS,resourcePotentialesswss4622BIOMASS.csv,Spp,Shelled Sea Butterfly
Species,resourcePotentialesswss4700BIOMASS,resourcePotentialesswss4700BIOMASS.csv,Spp,Chitons
Species,resourcePotentialesswss4711BIOMASS,resourcePotentialesswss4711BIOMASS.csv,Spp,Amicula Vestita
Species,resourcePotentialesswss4712BIOMASS,resourcePotentialesswss4712BIOMASS.csv,Spp,Ischnochiton Sp.
Species,resourcePotentialesswss4713BIOMASS,resourcePotentialesswss4713BIOMASS.csv,Spp,Red Northern Chiton
Species,resourcePotentialesswss4714BIOMASS,resourcePotentialesswss4714BIOMASS.csv,Spp,Arctic Cancellate Chiton
Species,resourcePotentialesswss4720BIOMASS,resourcePotentialesswss4720BIOMASS.csv,Spp,Chaetoderma Sp.
Species,resourcePotentialesswss4999BIOMASS,resourcePotentialesswss4999BIOMASS.csv,Spp, Mollusc Remains (Like Shells Parts)
Species,resourcePotentialesswss5000BIOMASS,resourcePotentialesswss5000BIOMASS.csv,Spp,Arrow Worms
Species,resourcePotentialesswss5011BIOMASS,resourcePotentialesswss5011BIOMASS.csv,Spp,Sagitta Elegans
Species,resourcePotentialesswss5012BIOMASS,resourcePotentialesswss5012BIOMASS.csv,Spp,Arrow Worms
Species,resourcePotentialesswss5100BIOMASS,resourcePotentialesswss5100BIOMASS.csv,Spp,Sea Spider
Species,resourcePotentialesswss5101BIOMASS,resourcePotentialesswss5101BIOMASS.csv,Spp,Pycnogonidae O.
Species,resourcePotentialesswss5102BIOMASS,resourcePotentialesswss5102BIOMASS.csv,Spp,Anemone Sea Spider
Species,resourcePotentialesswss5200BIOMASS,resourcePotentialesswss5200BIOMASS.csv,Spp,Limpet (Ns)
Species,resourcePotentialesswss5201BIOMASS,resourcePotentialesswss5201BIOMASS.csv,Spp,Cup And Saucer Limpet
Species,resourcePotentialesswss5500BIOMASS,resourcePotentialesswss5500BIOMASS.csv,Spp,Rhynchocoela P.
Species,resourcePotentialesswss6000BIOMASS,resourcePotentialesswss6000BIOMASS.csv,Spp,Spiny Skinned Animals
Species,resourcePotentialesswss6100BIOMASS,resourcePotentialesswss6100BIOMASS.csv,Spp,Asteroidea S.C.
Species,resourcePotentialesswss6110BIOMASS,resourcePotentialesswss6110BIOMASS.csv,Spp,Asterias Sp.
Species,resourcePotentialesswss6111BIOMASS,resourcePotentialesswss6111BIOMASS.csv,Spp,Purple Starfish
Species,resourcePotentialesswss6113BIOMASS,resourcePotentialesswss6113BIOMASS.csv,Spp,L. Polaris
Species,resourcePotentialesswss6115BIOMASS,resourcePotentialesswss6115BIOMASS.csv,Spp,Mud Star
Species,resourcePotentialesswss6117BIOMASS,resourcePotentialesswss6117BIOMASS.csv,Spp,H. Phrygiana
Species,resourcePotentialesswss6119BIOMASS,resourcePotentialesswss6119BIOMASS.csv,Spp,Blood Star
Species,resourcePotentialesswss6121BIOMASS,resourcePotentialesswss6121BIOMASS.csv,Spp,Purple Sunstar
Species,resourcePotentialesswss6123BIOMASS,resourcePotentialesswss6123BIOMASS.csv,Spp,Sun Star
Species,resourcePotentialesswss6125BIOMASS,resourcePotentialesswss6125BIOMASS.csv,Spp,Pteraster Militaris
Species,resourcePotentialesswss6127BIOMASS,resourcePotentialesswss6127BIOMASS.csv,Spp,P. Tosia
Species,resourcePotentialesswss6128BIOMASS,resourcePotentialesswss6128BIOMASS.csv,Spp,P. Archaster
Species,resourcePotentialesswss6129BIOMASS,resourcePotentialesswss6129BIOMASS.csv,Spp,P. Hispida
Species,resourcePotentialesswss6130BIOMASS,resourcePotentialesswss6130BIOMASS.csv,Spp,P. Borealis
Species,resourcePotentialesswss6131BIOMASS,resourcePotentialesswss6131BIOMASS.csv,Spp,D. Multipes
Species,resourcePotentialesswss6132BIOMASS,resourcePotentialesswss6132BIOMASS.csv,Spp,Muller'S Starfish
Species,resourcePotentialesswss6133BIOMASS,resourcePotentialesswss6133BIOMASS.csv,Spp,Pontaster Sp.
Species,resourcePotentialesswss6134BIOMASS,resourcePotentialesswss6134BIOMASS.csv,Spp,Slender Armed Sea Star
Species,resourcePotentialesswss6135BIOMASS,resourcePotentialesswss6135BIOMASS.csv,Spp,A. Duplicatus
Species,resourcePotentialesswss6200BIOMASS,resourcePotentialesswss6200BIOMASS.csv,Spp,Brittle Star
Species,resourcePotentialesswss6211BIOMASS,resourcePotentialesswss6211BIOMASS.csv,Spp,Daisy
Species,resourcePotentialesswss6212BIOMASS,resourcePotentialesswss6212BIOMASS.csv,Spp,Ophiura Sp.
Species,resourcePotentialesswss6213BIOMASS,resourcePotentialesswss6213BIOMASS.csv,Spp,Ophiura Sarsi
Species,resourcePotentialesswss6215BIOMASS,resourcePotentialesswss6215BIOMASS.csv,Spp,Ophiura Robusta
Species,resourcePotentialesswss6217BIOMASS,resourcePotentialesswss6217BIOMASS.csv,Spp,S. Nodosa
Species,resourcePotentialesswss6300BIOMASS,resourcePotentialesswss6300BIOMASS.csv,Spp,Basket Stars
Species,resourcePotentialesswss6309BIOMASS,resourcePotentialesswss6309BIOMASS.csv,Spp,Gorgonocephalida F.
Species,resourcePotentialesswss6310BIOMASS,resourcePotentialesswss6310BIOMASS.csv,Spp,Gorgonocephalus Sp.
Species,resourcePotentialesswss6397BIOMASS,resourcePotentialesswss6397BIOMASS.csv,Spp,"Sand Dollars,Urchins (Ns)"
Species,resourcePotentialesswss6400BIOMASS,resourcePotentialesswss6400BIOMASS.csv,Spp,Sea Urchins
Species,resourcePotentialesswss6411BIOMASS,resourcePotentialesswss6411BIOMASS.csv,Spp,S. Droebachiensis
Species,resourcePotentialesswss6412BIOMASS,resourcePotentialesswss6412BIOMASS.csv,Spp,S. Echinoides
Species,resourcePotentialesswss6413BIOMASS,resourcePotentialesswss6413BIOMASS.csv,Spp,Heart Urchin
Species,resourcePotentialesswss6420BIOMASS,resourcePotentialesswss6420BIOMASS.csv,Spp,Arabacia Sp.
Species,resourcePotentialesswss6421BIOMASS,resourcePotentialesswss6421BIOMASS.csv,Spp,Purple Sea Urchin
Species,resourcePotentialesswss6500BIOMASS,resourcePotentialesswss6500BIOMASS.csv,Spp,Sand Dollars
Species,resourcePotentialesswss6511BIOMASS,resourcePotentialesswss6511BIOMASS.csv,Spp,E. Parma
Species,resourcePotentialesswss6600BIOMASS,resourcePotentialesswss6600BIOMASS.csv,Spp,Sea Cucumbers
Species,resourcePotentialesswss6611BIOMASS,resourcePotentialesswss6611BIOMASS.csv,Spp,Cucumaria Frondosa
Species,resourcePotentialesswss6700BIOMASS,resourcePotentialesswss6700BIOMASS.csv,Spp,"Psoluses,Thyones,Etc. (Ns)"
Species,resourcePotentialesswss6705BIOMASS,resourcePotentialesswss6705BIOMASS.csv,Spp,Phyllophoridae F.
Species,resourcePotentialesswss6710BIOMASS,resourcePotentialesswss6710BIOMASS.csv,Spp,Psolus Sp.
Species,resourcePotentialesswss6711BIOMASS,resourcePotentialesswss6711BIOMASS.csv,Spp,Havelockia Scabra
Species,resourcePotentialesswss6712BIOMASS,resourcePotentialesswss6712BIOMASS.csv,Spp,Thyone Unisemita
Species,resourcePotentialesswss6713BIOMASS,resourcePotentialesswss6713BIOMASS.csv,Spp,Scarlett Psolus
Species,resourcePotentialesswss6714BIOMASS,resourcePotentialesswss6714BIOMASS.csv,Spp,Thyone Sp.
Species,resourcePotentialesswss6715BIOMASS,resourcePotentialesswss6715BIOMASS.csv,Spp,Psolus Phantapus
Species,resourcePotentialesswss6716BIOMASS,resourcePotentialesswss6716BIOMASS.csv,Spp,D. Commune
Species,resourcePotentialesswss6717BIOMASS,resourcePotentialesswss6717BIOMASS.csv,Spp,Caudina Arenata
Species,resourcePotentialesswss6718BIOMASS,resourcePotentialesswss6718BIOMASS.csv,Spp,Molpadia Sp.
Species,resourcePotentialesswss6719BIOMASS,resourcePotentialesswss6719BIOMASS.csv,Spp,Chiridota Laevis
Species,resourcePotentialesswss6720BIOMASS,resourcePotentialesswss6720BIOMASS.csv,Spp,Molpadia Musculus
Species,resourcePotentialesswss6801BIOMASS,resourcePotentialesswss6801BIOMASS.csv,Spp,E. Cordatum
Species,resourcePotentialesswss6900BIOMASS,resourcePotentialesswss6900BIOMASS.csv,Spp,Sea Lilies
Species,resourcePotentialesswss7000BIOMASS,resourcePotentialesswss7000BIOMASS.csv,Spp,"Parasites,Round Worms"
Species,resourcePotentialesswss7100BIOMASS,resourcePotentialesswss7100BIOMASS.csv,Spp,Nematoda C.
Species,resourcePotentialesswss7110BIOMASS,resourcePotentialesswss7110BIOMASS.csv,Spp,Porrocaecum Sp.
Species,resourcePotentialesswss7111BIOMASS,resourcePotentialesswss7111BIOMASS.csv,Spp,P. Decipiens
Species,resourcePotentialesswss7113BIOMASS,resourcePotentialesswss7113BIOMASS.csv,Spp,Contracaecum Sp.
Species,resourcePotentialesswss7116BIOMASS,resourcePotentialesswss7116BIOMASS.csv,Spp,Anisakis Sp.
Species,resourcePotentialesswss7500BIOMASS,resourcePotentialesswss7500BIOMASS.csv,Spp,Turbellaria C.
Species,resourcePotentialesswss7600BIOMASS,resourcePotentialesswss7600BIOMASS.csv,Spp,Trematoda C.
Species,resourcePotentialesswss7700BIOMASS,resourcePotentialesswss7700BIOMASS.csv,Spp,Cestoda C.
Species,resourcePotentialesswss8000BIOMASS,resourcePotentialesswss8000BIOMASS.csv,Spp,"Ctenophores,Etc."
Species,resourcePotentialesswss8100BIOMASS,resourcePotentialesswss8100BIOMASS.csv,Spp,Comb Jellies
Species,resourcePotentialesswss8111BIOMASS,resourcePotentialesswss8111BIOMASS.csv,Spp,Beroe Cucumis
Species,resourcePotentialesswss8113BIOMASS,resourcePotentialesswss8113BIOMASS.csv,Spp,Pleurobrachia Sp.
Species,resourcePotentialesswss8200BIOMASS,resourcePotentialesswss8200BIOMASS.csv,Spp,Coelenterata P.
Species,resourcePotentialesswss8208BIOMASS,resourcePotentialesswss8208BIOMASS.csv,Spp,Actinaria C.
Species,resourcePotentialesswss8210BIOMASS,resourcePotentialesswss8210BIOMASS.csv,Spp,Man Of War
Species,resourcePotentialesswss8300BIOMASS,resourcePotentialesswss8300BIOMASS.csv,Spp,Sea Anemone
Species,resourcePotentialesswss8311BIOMASS,resourcePotentialesswss8311BIOMASS.csv,Spp,Metridium Senile
Species,resourcePotentialesswss8313BIOMASS,resourcePotentialesswss8313BIOMASS.csv,Spp,Stomphia Coccinea
Species,resourcePotentialesswss8315BIOMASS,resourcePotentialesswss8315BIOMASS.csv,Spp,Tealia  Felina
Species,resourcePotentialesswss8316BIOMASS,resourcePotentialesswss8316BIOMASS.csv,Spp,Hormathia Sp.
Species,resourcePotentialesswss8317BIOMASS,resourcePotentialesswss8317BIOMASS.csv,Spp,Bolocera Sp.
Species,resourcePotentialesswss8318BIOMASS,resourcePotentialesswss8318BIOMASS.csv,Spp,Sea Pen
Species,resourcePotentialesswss8319BIOMASS,resourcePotentialesswss8319BIOMASS.csv,Spp,A. Verrillii
Species,resourcePotentialesswss8320BIOMASS,resourcePotentialesswss8320BIOMASS.csv,Spp,C. Borealis
Species,resourcePotentialesswss8321BIOMASS,resourcePotentialesswss8321BIOMASS.csv,Spp,E. Incrustatus
Species,resourcePotentialesswss8322BIOMASS,resourcePotentialesswss8322BIOMASS.csv,Spp,P. Resedaeformis
Species,resourcePotentialesswss8323BIOMASS,resourcePotentialesswss8323BIOMASS.csv,Spp,Paragorgia Arborea
Species,resourcePotentialesswss8324BIOMASS,resourcePotentialesswss8324BIOMASS.csv,Spp,Sea Cauliflower
Species,resourcePotentialesswss8400BIOMASS,resourcePotentialesswss8400BIOMASS.csv,Spp,Hydrozoa C.
Species,resourcePotentialesswss8405BIOMASS,resourcePotentialesswss8405BIOMASS.csv,Spp,Garland Hydroids
Species,resourcePotentialesswss8411BIOMASS,resourcePotentialesswss8411BIOMASS.csv,Spp,Aglantha Digitale
Species,resourcePotentialesswss8421BIOMASS,resourcePotentialesswss8421BIOMASS.csv,Spp,Hydromedusae
Species,resourcePotentialesswss8500BIOMASS,resourcePotentialesswss8500BIOMASS.csv,Spp,Jellyfishes
Species,resourcePotentialesswss8511BIOMASS,resourcePotentialesswss8511BIOMASS.csv,Spp,Pink Jellyfish
Species,resourcePotentialesswss8520BIOMASS,resourcePotentialesswss8520BIOMASS.csv,Spp,Jellyfish
Species,resourcePotentialesswss8600BIOMASS,resourcePotentialesswss8600BIOMASS.csv,Spp,Sponges
Species,resourcePotentialesswss8610BIOMASS,resourcePotentialesswss8610BIOMASS.csv,Spp,Polymastia Sp.
Species,resourcePotentialesswss8615BIOMASS,resourcePotentialesswss8615BIOMASS.csv,Spp,Mycale Sp.
Species,resourcePotentialesswss8618BIOMASS,resourcePotentialesswss8618BIOMASS.csv,Spp,Haliclona Sp.
Species,resourcePotentialesswss8621BIOMASS,resourcePotentialesswss8621BIOMASS.csv,Spp,Eyed Sponge
Species,resourcePotentialesswss8622BIOMASS,resourcePotentialesswss8622BIOMASS.csv,Spp,H. Tuberculosa
Species,resourcePotentialesswss8700BIOMASS,resourcePotentialesswss8700BIOMASS.csv,Spp,Siphonophora O.
Species,resourcePotentialnafo1BIOMASS,resourcePotentialnafo1BIOMASS.csv,Spp,Orange Filefish
Species,resourcePotentialnafo2BIOMASS,resourcePotentialnafo2BIOMASS.csv,Spp,"Filefish,Scrawled"
Species,resourcePotentialnafo3BIOMASS,resourcePotentialnafo3BIOMASS.csv,Spp,Gray Triggerfish
Species,resourcePotentialnafo4BIOMASS,resourcePotentialnafo4BIOMASS.csv,Spp,Queen Triggerfish
Species,resourcePotentialnafo5BIOMASS,resourcePotentialnafo5BIOMASS.csv,Spp,Fringed Filefish
Species,resourcePotentialnafo6BIOMASS,resourcePotentialnafo6BIOMASS.csv,Spp,Planehead Filefish
Species,resourcePotentialnafo7BIOMASS,resourcePotentialnafo7BIOMASS.csv,Spp,Northern Kingfish
Species,resourcePotentialnafo8BIOMASS,resourcePotentialnafo8BIOMASS.csv,Spp,Bothus Sp.
Species,resourcePotentialnafo9BIOMASS,resourcePotentialnafo9BIOMASS.csv,Spp,Silver Anchovy
Species,resourcePotentialnafo10BIOMASS,resourcePotentialnafo10BIOMASS.csv,Spp,Cod(Atlantic)
Species,resourcePotentialnafo11BIOMASS,resourcePotentialnafo11BIOMASS.csv,Spp,Haddock
Species,resourcePotentialnafo12BIOMASS,resourcePotentialnafo12BIOMASS.csv,Spp,White Hake
Species,resourcePotentialnafo13BIOMASS,resourcePotentialnafo13BIOMASS.csv,Spp,Squirrel Or Red Hake
Species,resourcePotentialnafo14BIOMASS,resourcePotentialnafo14BIOMASS.csv,Spp,Silver Hake
Species,resourcePotentialnafo15BIOMASS,resourcePotentialnafo15BIOMASS.csv,Spp,Cusk
Species,resourcePotentialnafo16BIOMASS,resourcePotentialnafo16BIOMASS.csv,Spp,Pollock
Species,resourcePotentialnafo17BIOMASS,resourcePotentialnafo17BIOMASS.csv,Spp,Tomcod(Atlantic)
Species,resourcePotentialnafo18BIOMASS,resourcePotentialnafo18BIOMASS.csv,Spp,Hake (Ns)
Species,resourcePotentialnafo19BIOMASS,resourcePotentialnafo19BIOMASS.csv,Spp,Off-Shore Hake
Species,resourcePotentialnafo20BIOMASS,resourcePotentialnafo20BIOMASS.csv,Spp,"Redfish, Acadian"
Species,resourcePotentialnafo21BIOMASS,resourcePotentialnafo21BIOMASS.csv,Spp,"Redfish, Deep Water"
Species,resourcePotentialnafo22BIOMASS,resourcePotentialnafo22BIOMASS.csv,Spp,B. Pediolota
Species,resourcePotentialnafo23BIOMASS,resourcePotentialnafo23BIOMASS.csv,Spp,Redfish Unseparated
Species,resourcePotentialnafo24BIOMASS,resourcePotentialnafo24BIOMASS.csv,Spp,Striped Bass
Species,resourcePotentialnafo25BIOMASS,resourcePotentialnafo25BIOMASS.csv,Spp,Tile Fish
Species,resourcePotentialnafo26BIOMASS,resourcePotentialnafo26BIOMASS.csv,Spp,Smoothhead Scorpionfish
Species,resourcePotentialnafo27BIOMASS,resourcePotentialnafo27BIOMASS.csv,Spp,Escolar
Species,resourcePotentialnafo28BIOMASS,resourcePotentialnafo28BIOMASS.csv,Spp,Nealotus Tripes
Species,resourcePotentialnafo29BIOMASS,resourcePotentialnafo29BIOMASS.csv,Spp,Oilfish
Species,resourcePotentialnafo30BIOMASS,resourcePotentialnafo30BIOMASS.csv,Spp,Halibut(Atlantic)
Species,resourcePotentialnafo31BIOMASS,resourcePotentialnafo31BIOMASS.csv,Spp,"Turbot,Greenland Halibut"
Species,resourcePotentialnafo32BIOMASS,resourcePotentialnafo32BIOMASS.csv,Spp,White Marlin
Species,resourcePotentialnafo33BIOMASS,resourcePotentialnafo33BIOMASS.csv,Spp,Blue Marlin
Species,resourcePotentialnafo34BIOMASS,resourcePotentialnafo34BIOMASS.csv,Spp,Anchovies
Species,resourcePotentialnafo35BIOMASS,resourcePotentialnafo35BIOMASS.csv,Spp,Hake
Species,resourcePotentialnafo36BIOMASS,resourcePotentialnafo36BIOMASS.csv,Spp,Wrasses
Species,resourcePotentialnafo37BIOMASS,resourcePotentialnafo37BIOMASS.csv,Spp,"Pearlfish,Chain"
Species,resourcePotentialnafo38BIOMASS,resourcePotentialnafo38BIOMASS.csv,Spp,Swallowers
Species,resourcePotentialnafo39BIOMASS,resourcePotentialnafo39BIOMASS.csv,Spp,Black Swallower
Species,resourcePotentialnafo40BIOMASS,resourcePotentialnafo40BIOMASS.csv,Spp,American Plaice
Species,resourcePotentialnafo41BIOMASS,resourcePotentialnafo41BIOMASS.csv,Spp,Witch Flounder
Species,resourcePotentialnafo42BIOMASS,resourcePotentialnafo42BIOMASS.csv,Spp,Yellowtail Flounder
Species,resourcePotentialnafo43BIOMASS,resourcePotentialnafo43BIOMASS.csv,Spp,Winter Flounder
Species,resourcePotentialnafo44BIOMASS,resourcePotentialnafo44BIOMASS.csv,Spp,Gulf Stream Flounder
Species,resourcePotentialnafo45BIOMASS,resourcePotentialnafo45BIOMASS.csv,Spp,Eyed Flounder
Species,resourcePotentialnafo46BIOMASS,resourcePotentialnafo46BIOMASS.csv,Spp,Northern Sennet
Species,resourcePotentialnafo47BIOMASS,resourcePotentialnafo47BIOMASS.csv,Spp,White Mullet
Species,resourcePotentialnafo48BIOMASS,resourcePotentialnafo48BIOMASS.csv,Spp,Striped Mullet
Species,resourcePotentialnafo49BIOMASS,resourcePotentialnafo49BIOMASS.csv,Spp,Flounder Unid
Species,resourcePotentialnafo50BIOMASS,resourcePotentialnafo50BIOMASS.csv,Spp,Striped Atl Wolffish
Species,resourcePotentialnafo51BIOMASS,resourcePotentialnafo51BIOMASS.csv,Spp,Spotted Wolffish
Species,resourcePotentialnafo52BIOMASS,resourcePotentialnafo52BIOMASS.csv,Spp,Northern Wolffish
Species,resourcePotentialnafo53BIOMASS,resourcePotentialnafo53BIOMASS.csv,Spp,Tautog
Species,resourcePotentialnafo54BIOMASS,resourcePotentialnafo54BIOMASS.csv,Spp,Sergeant Major
Species,resourcePotentialnafo55BIOMASS,resourcePotentialnafo55BIOMASS.csv,Spp,European Ling
Species,resourcePotentialnafo56BIOMASS,resourcePotentialnafo56BIOMASS.csv,Spp,Blue Ling
Species,resourcePotentialnafo57BIOMASS,resourcePotentialnafo57BIOMASS.csv,Spp,Phycinae S.F.
Species,resourcePotentialnafo58BIOMASS,resourcePotentialnafo58BIOMASS.csv,Spp,Striped Anchovy
Species,resourcePotentialnafo59BIOMASS,resourcePotentialnafo59BIOMASS.csv,Spp,"Wolffish,Unident."
Species,resourcePotentialnafo60BIOMASS,resourcePotentialnafo60BIOMASS.csv,Spp,Herring(Atlantic)
Species,resourcePotentialnafo61BIOMASS,resourcePotentialnafo61BIOMASS.csv,Spp,Shad American
Species,resourcePotentialnafo62BIOMASS,resourcePotentialnafo62BIOMASS.csv,Spp,Alewife
Species,resourcePotentialnafo63BIOMASS,resourcePotentialnafo63BIOMASS.csv,Spp,Rainbow Smelt
Species,resourcePotentialnafo64BIOMASS,resourcePotentialnafo64BIOMASS.csv,Spp,Capelin
Species,resourcePotentialnafo65BIOMASS,resourcePotentialnafo65BIOMASS.csv,Spp,Salmon(Atlantic)
Species,resourcePotentialnafo66BIOMASS,resourcePotentialnafo66BIOMASS.csv,Spp,Lake Whitefish
Species,resourcePotentialnafo67BIOMASS,resourcePotentialnafo67BIOMASS.csv,Spp,Atl Whitefish
Species,resourcePotentialnafo68BIOMASS,resourcePotentialnafo68BIOMASS.csv,Spp,Pink Salmon
Species,resourcePotentialnafo69BIOMASS,resourcePotentialnafo69BIOMASS.csv,Spp,Rainbow Trout
Species,resourcePotentialnafo70BIOMASS,resourcePotentialnafo70BIOMASS.csv,Spp,Mackerel(Atlantic)
Species,resourcePotentialnafo71BIOMASS,resourcePotentialnafo71BIOMASS.csv,Spp,Bluefin Tuna
Species,resourcePotentialnafo72BIOMASS,resourcePotentialnafo72BIOMASS.csv,Spp,Swordfish
Species,resourcePotentialnafo73BIOMASS,resourcePotentialnafo73BIOMASS.csv,Spp,"Tunas, Swordfishes,Etc."
Species,resourcePotentialnafo74BIOMASS,resourcePotentialnafo74BIOMASS.csv,Spp,Banded Rudderfish
Species,resourcePotentialnafo75BIOMASS,resourcePotentialnafo75BIOMASS.csv,Spp,Brown Trout
Species,resourcePotentialnafo76BIOMASS,resourcePotentialnafo76BIOMASS.csv,Spp,Arctic Char
Species,resourcePotentialnafo77BIOMASS,resourcePotentialnafo77BIOMASS.csv,Spp,Brook Trout
Species,resourcePotentialnafo78BIOMASS,resourcePotentialnafo78BIOMASS.csv,Spp,Bulleye
Species,resourcePotentialnafo79BIOMASS,resourcePotentialnafo79BIOMASS.csv,Spp,Glasseye Snapper
Species,resourcePotentialnafo80BIOMASS,resourcePotentialnafo80BIOMASS.csv,Spp,Round Scad
Species,resourcePotentialnafo81BIOMASS,resourcePotentialnafo81BIOMASS.csv,Spp,Bluefish
Species,resourcePotentialnafo82BIOMASS,resourcePotentialnafo82BIOMASS.csv,Spp,Sharksucker
Species,resourcePotentialnafo83BIOMASS,resourcePotentialnafo83BIOMASS.csv,Spp,Spearfish Remora
Species,resourcePotentialnafo84BIOMASS,resourcePotentialnafo84BIOMASS.csv,Spp,Remora
Species,resourcePotentialnafo85BIOMASS,resourcePotentialnafo85BIOMASS.csv,Spp,Blue Runner
Species,resourcePotentialnafo86BIOMASS,resourcePotentialnafo86BIOMASS.csv,Spp,Crevalle Jack
Species,resourcePotentialnafo87BIOMASS,resourcePotentialnafo87BIOMASS.csv,Spp,Mackerel Scad
Species,resourcePotentialnafo88BIOMASS,resourcePotentialnafo88BIOMASS.csv,Spp,Pilotfish
Species,resourcePotentialnafo89BIOMASS,resourcePotentialnafo89BIOMASS.csv,Spp,Bigeye Scad
Species,resourcePotentialnafo90BIOMASS,resourcePotentialnafo90BIOMASS.csv,Spp,Unid. Fish
Species,resourcePotentialnafo91BIOMASS,resourcePotentialnafo91BIOMASS.csv,Spp,Atlantic Lookdown
Species,resourcePotentialnafo92BIOMASS,resourcePotentialnafo92BIOMASS.csv,Spp,Greater Amberjack
